date,amb_temp_max_c,amb_temp_min_c,amb_temp_avg_c,humidity,wind_gust_kph,blower_id,site_id,operational_class,max_op_ambient_temp_c,failure_threshold,max_op_rpm,daily_op_hours,cumulative_op_hours,daily_load_percent,rpm,dust_index,pressure_diff_psi,casing_temperature_c,vibration_mm_s,daily_degradation,degradation_index,maintenance_event,maintenance_threshold,health_score,maintenance_event_triggered,failure_event,RUL_days,maintenance_due_90d,previous_maintenance_event,maintenance_cycle,days_since_maintenance,cycle_start_cumulative_hours,hours_since_maintenance,Option_B_Reduced_With_Duty_Class_rf_predicted_RUL_days,Option_B_Reduced_With_Duty_Class_rf_maintenance_due_90d_pred,data_split
2025-10-05,30.666666666666668,14.22222222222222,22.5,59.4,18.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.331382792024872,6091.975209581003,99.36879487362124,2981.063846208637,43.1,13.444931133707554,42.206880797750166,5.870823775486304,0.0063097479171319,0.2038116565949198,0,0.6,79.61883434050803,0,0,132.43045159853793,1,0,3,16,5736.380884598248,355.5943249827551,122.06897842816089,0,test
2025-10-06,36.333333333333336,15.88888888888889,26.38888888888889,44.5,19.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.7867144296333,6115.761924010636,86.20372232705942,2586.111669811783,57.25,11.811162162598473,42.59040197253884,5.793255759320101,0.0061207762795213,0.209932432874441,0,0.6,79.0067567125559,0,0,131.4123794632891,1,0,3,17,5736.380884598248,379.3810394123884,122.94989189128431,0,test
2025-10-07,30.444444444444443,17.666666666666668,24.55555555555556,49.6,26.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.39412383772071,6138.156047848357,82.63872386552046,2479.161715965614,63.96,12.51774921735623,42.14987759392891,5.47524743720876,0.0054883533559394,0.2154207862303805,0,0.6,78.45792137696195,0,0,130.49949858594422,1,0,3,18,5736.380884598248,401.7751632501095,124.94236851676011,0,test
2025-10-08,31.55555555555556,16.22222222222222,23.55555555555556,63.9,17.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.720215105087416,6160.876262953445,84.00597749914735,2520.1793249744205,35.25,11.960245444448418,40.229470350522064,5.374630566053031,0.0053991480593076,0.2208199342896882,0,0.6,77.91800657103117,0,0,129.60145527538333,1,0,3,19,5736.380884598248,424.4953783551973,118.78438586786457,0,test
2025-10-09,31.22222222222222,16.833333333333332,24.0,61.1,21.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,6180.876262953445,89.30679736877993,2679.203921063397,56.1,13.105581426413968,44.79625503756397,6.22007436451934,0.0057765670253409,0.2265965013150292,0,0.6,77.34034986849709,0,0,128.64063565752323,1,0,3,20,5736.380884598248,444.4953783551973,124.47446267152297,0,test
2025-10-10,31.55555555555556,19.72222222222222,24.61111111111111,56.8,18.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.391157722337272,6204.267420675782,72.88529876144948,2186.558962843485,44.62,11.258054584390386,40.872054444404654,4.855254268902003,0.0051437070527849,0.2317402083678141,0,0.6,76.82597916321858,0,0,127.7850799921669,1,0,3,21,5736.380884598248,467.8865360775344,122.35438908289184,0,test
2025-10-11,36.833333333333336,19.166666666666668,27.666666666666668,41.7,17.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.681630507321543,6226.949051183104,86.15073492084112,2584.5220476252334,42.03,12.29857450209098,43.41619480975637,5.388307230040144,0.0061975719958951,0.2379377803637092,0,0.6,76.20622196362908,0,0,126.75423438254552,1,0,3,22,5736.380884598248,490.568166584856,122.10546505373478,0,test
2025-10-12,35.94444444444444,18.166666666666668,28.55555555555556,28.8,20.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.334353973378285,6247.283405156482,82.26675235376032,2468.002570612809,55.16,12.972945884427372,47.21817538608377,5.676620929902292,0.0055144795630526,0.2434522599267619,0,0.6,75.65477400732381,0,0,125.8370079185876,1,0,3,23,5736.380884598248,510.9025205582348,128.9398101495685,0,test
2025-10-13,35.22222222222222,17.166666666666668,27.0,36.4,22.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.29271278882508,6268.576117945308,97.93477509069233,2938.043252720769,55.89,14.124498962210724,46.064894603816406,6.261931821784385,0.0064935594546386,0.2499458193814005,0,0.6,75.00541806185996,0,0,124.75693054973036,1,0,3,24,5736.380884598248,532.1952333470608,129.40397715058205,0,test
2025-10-14,36.333333333333336,18.05555555555556,27.5,46.6,18.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.39557580653478,6290.971693751842,83.7807908633653,2513.4237259009587,50.67,10.78903579217785,43.16162182184424,5.541384712447841,0.0043130209437148,0.2542588403251153,0,0.6,74.57411596748847,0,0,124.03954336859262,1,0,3,25,5736.380884598248,554.5908091535948,123.86663264333814,0,test
2025-10-15,37.55555555555556,19.166666666666668,29.61111111111111,42.3,18.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.078700197534367,6313.0503939493765,96.67521327783663,2900.256398335099,51.55,13.12179778480809,49.555943905497045,6.269911511009521,0.006206797939389,0.2604656382645043,0,0.6,73.95343617354956,0,0,123.0071632026399,1,0,3,26,5736.380884598248,576.6695093511289,143.46300351198104,0,test
2025-10-16,34.833333333333336,20.166666666666668,26.0,64.8,28.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.561743221294662,6334.612137170671,77.27381511552595,2318.214453465778,56.84,11.8047796954701,41.618104501549965,5.414761498522669,0.0057877809780295,0.2662534192425339,0,0.6,73.37465807574661,0,0,122.04447836176938,1,0,3,27,5736.380884598248,598.2312525724237,127.90548795908286,0,test
2025-10-17,20.72222222222222,15.833333333333334,18.111111111111107,81.9,28.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.844767597901058,6356.456904768573,89.11081416761955,2673.3244250285866,55.42,11.91541584704608,37.29294204393753,5.812951989899027,0.0052925935420464,0.2715460127845804,0,0.6,72.84539872154197,0,0,121.1641583235443,1,0,3,28,5736.380884598248,620.0760201703251,117.12630568645463,0,test
2025-10-18,30.666666666666668,15.944444444444445,23.111111111111107,64.2,17.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.62203393268967,6378.078938701263,87.2358018465386,2617.074055396158,44.11,12.349255676839244,39.82719564652919,5.595289264685751,0.0070055746377886,0.278551587422369,0,0.6,72.1448412577631,0,0,119.99891718346196,1,0,3,29,5736.380884598248,641.6980541030152,111.27237835847147,0,test
2025-10-19,29.05555555555556,17.944444444444443,23.111111111111107,62.8,28.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.228843768153705,6400.307782469416,78.91666926494652,2367.500077948396,62.33,12.807612427400974,39.33725905045823,5.540664336480347,0.0054557578046776,0.2840073452270467,0,0.6,71.59926547729533,0,0,119.0914579423536,1,0,3,30,5736.380884598248,663.9268978711689,120.10732585312535,0,test
2025-10-20,20.666666666666668,14.72222222222222,17.83333333333333,77.5,25.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,6424.307782469416,86.24177280245858,2587.253184073757,52.16,11.92085789440139,34.350304465947026,5.632752144003275,0.0055664341241612,0.289573779351208,0,0.6,71.0426220648792,0,0,118.1655898472449,1,0,3,31,5736.380884598248,687.9268978711689,112.98178771829795,0,test
2025-10-21,25.05555555555556,14.5,19.27777777777778,62.2,21.9,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,6444.307782469416,93.4876318578212,2804.628955734636,52.96,13.23601101797063,37.58944208896615,6.00558618194527,0.0063970482344747,0.2959708275856827,0,0.6,70.40291724143172,0,0,117.10156524351102,1,0,3,32,5736.380884598248,707.9268978711689,120.27408814005713,0,test
2025-10-22,27.944444444444443,14.666666666666666,20.611111111111107,61.6,18.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.64472460323548,6465.952507072652,82.7334580699938,2482.003742099814,33.55,11.167264906951283,38.88827235700285,5.657446383424639,0.0061616177786989,0.3021324453643816,0,0.6,69.78675546356183,0,0,116.07669991890587,1,0,3,33,5736.380884598248,729.5716224744046,127.22183870514542,0,test
2025-10-23,30.666666666666668,14.166666666666666,21.888888888888893,53.7,13.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.264768632058672,6488.217275704711,73.15626145581166,2194.6878436743496,37.65,10.646044904625096,37.9984616467768,5.292033011590129,0.0055275516888815,0.3076599970532632,0,0.6,69.23400029467368,0,0,115.15729916096184,1,0,3,34,5736.380884598248,751.8363911064635,122.98651162539049,0,test
2025-10-24,34.833333333333336,13.22222222222222,24.55555555555556,39.6,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.44399098453065,6510.6612666892415,84.87706021465787,2546.3118064397363,37.07,12.640961634257648,44.89029569288719,5.67295990368256,0.0059162205941387,0.3135762176474019,0,0.6,68.6423782352598,0,0,114.17325088704764,1,0,3,35,5736.380884598248,774.280382090994,124.26385945992217,0,test
2025-10-25,36.44444444444444,15.0,26.55555555555556,34.0,13.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.442128128018062,6532.10339481726,78.68303833645241,2360.4911500935723,47.85,11.45886415686028,46.274304955894905,5.121970133337613,0.0069421625258761,0.320518380173278,0,0.6,67.94816198267219,0,0,113.01855711893695,1,0,3,36,5736.380884598248,795.7225102190123,139.7961929728559,0,test
2025-10-26,41.05555555555556,17.666666666666668,30.38888888888889,30.1,21.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,6552.10339481726,82.60361342935282,2478.1084028805844,62.38,12.710795318853537,46.38172414382484,5.634855423000438,0.0070913676822719,0.3276097478555499,0,0.6,67.23902521444501,0,0,111.8390459738752,1,0,3,37,5736.380884598248,815.7225102190123,132.46797260740698,0,test
2025-10-27,33.05555555555556,20.72222222222222,26.333333333333336,64.1,27.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.491993225571164,6574.595388042832,84.42888561220416,2532.8665683661247,63.24,11.715901790945836,43.59996937235627,5.534192650793308,0.0061192852634667,0.3337290331190167,0,0.6,66.62709668809832,0,0,110.82122184015904,1,0,3,38,5736.380884598248,838.2145034445848,130.60885315191058,0,test
2025-10-28,27.27777777777777,18.33333333333333,22.11111111111111,78.2,26.6,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,6598.595388042832,73.06043448789138,2191.8130346367416,56.88,12.482393539728752,36.60349889853018,5.410240191952121,0.0060678883207262,0.339796921439743,0,0.6,66.02030785602571,0,0,109.81194658861918,1,0,3,39,5736.380884598248,862.2145034445848,116.09533348277772,0,test
2025-10-29,31.55555555555556,18.33333333333333,24.33333333333333,69.9,17.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.0,6618.595388042832,73.69039162475525,2210.7117487426576,40.36,11.407357553133668,38.85418596856176,5.902587920180468,0.0054335607203425,0.3452304821600855,0,0.6,65.47695178399144,0,0,108.90817940093888,1,0,3,40,5736.380884598248,882.2145034445848,128.66963620004893,0,test
2025-10-30,31.666666666666668,19.444444444444443,24.111111111111114,73.8,33.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.295742020547284,6641.891130063379,88.37446784867868,2651.23403546036,60.84,12.803907506569164,41.45326799151055,5.620050053847966,0.0060742578483061,0.3513047400083917,0,0.6,64.86952599916083,0,0,107.89784470232112,1,0,3,41,5736.380884598248,905.5102454651314,126.18432213939298,0,test
2025-10-31,26.22222222222222,18.72222222222222,21.888888888888893,84.3,19.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.50721216531566,6663.398342228695,81.34096912681224,2440.229073804367,39.18,11.970450785144926,37.24634334398591,5.629736895503601,0.0057437929631379,0.3570485329715296,0,0.6,64.29514670284703,0,0,106.94247641252204,1,0,3,42,5736.380884598248,927.0174576304472,128.94099641378384,0,test
2025-11-01,35.333333333333336,16.166666666666668,26.444444444444443,65.0,17.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.908013481256727,6685.306355709951,70.0,2100.0,39.46,10.078890285526096,39.313947706412485,5.314829962893217,0.0061902741029685,0.3632388070744982,0,0.6,63.67611929255018,0,0,105.9128446655049,1,0,3,43,5736.380884598248,948.9254711117036,116.31409136549433,0,test
2025-11-02,25.33333333333333,16.666666666666668,22.16666666666667,76.3,32.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.420652233944075,6705.727007943895,90.49390825625694,2714.817247687708,60.27,13.638878031376883,40.992835908463256,5.964871805036976,0.0093007814013697,0.3725395884758679,0,0.6,62.7460411524132,0,0,104.36584050322968,1,0,3,44,5736.380884598248,969.3461233456474,116.85335420316207,0,test
2025-11-03,21.83333333333333,16.166666666666668,19.27777777777778,71.9,23.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.498315741466183,6727.225323685361,86.90658828691969,2607.1976486075905,53.15,12.38503467520536,35.31251154975175,6.398400429844114,0.0060725287509068,0.3786121172267748,0,0.6,62.13878827732252,0,0,103.35579340634754,1,0,3,45,5736.380884598248,990.8444390871136,116.6509629764857,0,test
2025-11-04,28.666666666666668,18.166666666666668,23.61111111111111,66.7,15.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.95006689204844,6751.175390577409,80.00287623174461,2400.0862869523385,34.34,11.328395341015352,41.27168390223613,5.286161590442208,0.0043956334578848,0.3830077506846597,0,0.6,61.69922493153403,0,0,102.6246652396128,1,0,3,46,5736.380884598248,1014.7945059791618,122.69220308445276,0,test
2025-11-05,25.83333333333333,20.222222222222225,22.61111111111111,80.5,25.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.87398286298156,6774.049373440391,75.7821885225923,2273.465655677769,52.62,11.395347274324642,37.1655517922907,5.40114710255501,0.0058550991356758,0.3888628498203355,0,0.6,61.113715017966456,0,0,101.65078333200331,1,0,3,47,5736.380884598248,1037.6684888421432,119.76354099002587,0,test
2025-11-06,25.83333333333333,18.833333333333336,21.77777777777778,79.7,19.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,6798.049373440391,90.85065527420036,2725.519658226011,41.67,12.227826720563238,44.23090589816435,5.542807814729935,0.0079451167834015,0.396807966603737,0,0.6,60.31920333962631,0,0,100.32926762237976,1,0,3,48,5736.380884598248,1061.6684888421432,133.3694213214695,0,test
2025-11-07,23.33333333333333,16.666666666666668,20.166666666666668,76.8,25.3,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.76611783346654,6821.815491273857,87.44545435792301,2623.3636307376905,44.66,12.682771654448045,37.592707505839655,5.64835677624076,0.0066885668147328,0.4034965334184698,0,0.6,59.65034665815301,0,0,99.21675457046308,1,0,3,49,5736.380884598248,1085.4346066756098,115.2944581326432,0,test
2025-11-08,25.05555555555556,16.333333333333332,20.444444444444443,72.8,23.5,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.65863001839437,6844.474121292252,100.0,3000.0,53.05,13.71945342505211,40.78414296235129,6.268572513828631,0.0073658350068395,0.4108623684253094,0,0.6,58.913763157469056,0,0,97.99159112209568,1,0,3,50,5736.380884598248,1108.0932366940042,123.18477070308523,0,test
2025-11-09,29.444444444444443,14.833333333333334,22.5,68.0,13.4,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,24.0,6868.474121292252,87.94132019107457,2638.239605732237,37.56,12.487979685987485,38.60273445782239,6.000459715491061,0.0065950911485847,0.4174574595738942,0,0.6,58.254254042610576,0,0,96.89462592990844,1,0,3,51,5736.380884598248,1132.0932366940042,126.5324035470996,0,test
2025-11-10,25.944444444444443,18.444444444444443,22.27777777777777,74.6,18.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.65848973810745,6891.132611030359,87.7139219888341,2631.417659665023,40.51,12.22801641436394,42.699395902247694,5.807229078534026,0.0068566804997015,0.4243141400735957,0,0.6,57.56858599264043,0,0,95.75415043492826,1,0,3,52,5736.380884598248,1154.7517264321114,130.03922192493738,0,test
2025-11-11,29.77777777777778,18.666666666666664,24.05555555555556,63.5,15.7,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.24198226519559,6914.374593295554,83.83150448924005,2514.9451346772016,35.71,12.034420264677795,43.015239274275416,5.970802466256402,0.0073574930518073,0.4316716331254031,0,0.6,56.83283668745969,0,0,94.53037450859792,1,0,3,53,5736.380884598248,1177.9937086973068,123.43776044953951,0,test
2025-11-12,35.05555555555556,17.333333333333332,26.55555555555556,54.4,11.2,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.555143569697936,6935.929736865252,90.71743107040554,2721.522932112166,31.72,11.999570113669922,45.08676315831035,5.734268976171948,0.0067962378224237,0.4384678709478268,0,0.6,56.15321290521731,0,0,93.39995247786904,1,0,3,54,5736.380884598248,1199.5488522670048,119.34982374753397,0,test
2025-11-13,39.44444444444444,18.666666666666664,29.77777777777778,46.0,37.8,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,22.099818723788808,6958.029555589042,89.37559640873708,2681.2678922621126,78.91,14.632213633403742,47.26197370369912,5.947247351722298,0.008519781221307,0.4469876521691339,0,0.6,55.301234783086606,0,0,91.98285251150544,1,0,3,55,5736.380884598248,1221.648670990794,135.0455849670666,0,test
2025-11-14,24.55555555555556,17.555555555555557,21.05555555555556,74.2,30.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.953864265049585,6978.983419854091,93.76207505995636,2812.862251798691,60.65,12.53650079658126,40.14490535728601,6.717946177860803,0.0068942691588614,0.4538819213279954,0,0.6,54.61180786720045,0,0,90.83612487386482,1,0,3,56,5736.380884598248,1242.6025352558436,126.68061492146963,0,test
2025-11-15,34.22222222222222,15.666666666666666,25.72222222222222,57.6,18.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.48437590189228,7002.467795755983,81.350739569539,2440.52218708617,40.91,12.365827827344612,41.22166109794779,5.696136547012916,0.006954693944016,0.4608366152720115,0,0.6,53.916338472798856,0,0,89.67934674797975,1,0,3,57,5736.380884598248,1266.0869111577358,121.94533457901062,0,test
2025-11-16,25.666666666666668,15.833333333333334,19.388888888888893,88.9,27.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,20.2325445653277,7022.700340321311,81.95214768939226,2458.564430681768,49.64,12.729325540511866,39.05427483113313,5.422294320528371,0.0062380296055145,0.467074644877526,0,0.6,53.2925355122474,0,0,88.64177180156655,1,0,3,58,5736.380884598248,1286.3194557230636,159.23089888323386,0,test
2025-11-17,19.55555555555556,14.333333333333334,16.555555555555557,90.3,27.1,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.17352551362649,7045.8738658349375,81.64627780361614,2449.3883341084843,40.69,11.326322821306494,34.36269468255315,5.255706464239557,0.0055925652810156,0.4726672101585417,0,0.6,52.73327898414584,0,0,87.71155729655165,1,0,3,59,5736.380884598248,1309.49298123669,152.28378761166735,0,test
2025-11-18,22.722222222222225,14.166666666666666,18.38888888888889,80.2,13.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,21.71402341374226,7067.58788924868,90.53561204825291,2716.068361447588,27.53,13.183385769138225,37.30635235389378,5.627999650283402,0.0081642621593055,0.4808314723178473,0,0.6,51.91685276821527,0,0,86.35359101422488,1,0,3,60,5736.380884598248,1331.2070046504325,115.52084986750359,0,test
2025-11-19,28.05555555555556,14.833333333333334,22.61111111111111,71.6,17.0,ZG150_B001,Site_01,High Duty,48.9,1.0,3000,23.75687064020098,7091.344759888881,95.48862108207712,2864.6586324623136,38.89,13.30353482803883,38.39730304291268,6.331918093964735,0.0077484475778011,0.4885799198956484,0,0.6,51.14200801043516,0,0,85.06478740335145,1,0,3,61,5736.380884598248,1354.963875290633,123.4588315709786,0,test
